146,r007s004.zp31l10c01,4U CC EGS,4185,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,IPU
147,r007s005.zp31l10c01,4U CC EGS,4186,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,BKC - Automation
148,r007s006.zp31l10c01,4U CC EGS,4187,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,IPU_DPMO
149,r007s007.zp31l10c01,4U CC EGS,4188,Maintenance,GDC,EGS - SPR,Archer City,Sapphire Rapids,IPU
150,r008s001.zp31l10c01,4U CC EGS,4175,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,IPU
151,r008s002.zp31l10c01,4U CC EGS,4176,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,IPU_DPMO
152,r008s003.zp31l10c01,4U CC EGS,4177,Maintenance,GDC,EGS - SPR,Archer City,Sapphire Rapids,IPU
153,r008s004.zp31l10c01,4U CC EGS,4178,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,BKC - Automation
154,r008s005.zp31l10c01,4U CC EGS,4179,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,Sample Factory
155,r008s006.zp31l10c01,4U CC EGS,4180,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,BKC
156,r008s007.zp31l10c01,4U CC EGS,4181,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,IPU_BKC
157,r009s001.zp31l10c01,4U CC EGS,4252,Maintenance,GDC,EGS - SPR,Archer City,Sapphire Rapids,IPU
158,r009s002.zp31l10c01,4U CC EGS,4253,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,BKC - RAS
159,r009s003.zp31l10c01,4U CC EGS,4254,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,PV-Interop
160,r009s004.zp31l10c01,4U CC EGS,4255,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,IPU
161,r009s005.zp31l10c01,4U CC EGS,4256,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,BKC - Virtualization
162,r009s006.zp31l10c01,4U CC EGS,4257,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,VCE
163,r009s007.zp31l10c01,4U CC EGS,4258,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,BKC - Virtualization
164,r010s001.zp31l10c01,4U CC EGS,4245,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,IPU
165,r010s002.zp31l10c01,4U CC EGS,4246,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,IPU
166,r010s003.zp31l10c01,4U CC EGS,4247,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,IPU
167,r010s004.zp31l10c01,4U CC EGS,4248,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,BKC - Manageability
168,r010s005.zp31l10c01,4U CC EGS,4249,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,BKC - Manageability
169,r010s006.zp31l10c01,4U CC EGS,4250,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,IPU
170,r010s007.zp31l10c01,4U CC EGS,4251,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,BKC - RDT
171,r011s001.zp31l10c01,4U CC EGS,4238,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,IPU
172,r011s002.zp31l10c01,4U CC EGS,4239,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,IPU
173,r011s003.zp31l10c01,4U CC EGS,4240,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,VCE
174,r011s004.zp31l10c01,4U CC EGS,4241,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,IPU
175,r011s005.zp31l10c01,4U CC EGS,4242,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,BKC - Virtualization
176,r011s006.zp31l10c01,4U CC EGS,4243,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,IPU
177,r011s007.zp31l10c01,4U CC EGS,4244,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,IPU
178,r012s001.zp31l10c01,4U CC EGS,4231,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,IPU
179,r012s002.zp31l10c01,4U CC EGS,4232,Maintenance,GDC,EGS - SPR,Archer City,Sapphire Rapids,IPU
180,r012s003.zp31l10c01,4U CC EGS,4233,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,BKC - Security
181,r012s004.zp31l10c01,4U CC EGS,4234,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,IPU
182,r012s005.zp31l10c01,4U CC EGS,4235,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,BKC - Security
183,r012s006.zp31l10c01,4U CC EGS,4236,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,BKC - PTU Team
184,r012s007.zp31l10c01,4U CC EGS,4237,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,IPU
185,r013s001.zp31l10c01,4U CC EGS,4210,Maintenance,GDC,EGS - SPR,Archer City,Sapphire Rapids,@Scale clusters
186,r013s002.zp31l10c01,4U CC EGS,4211,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,IPU_DPMO
187,r013s003.zp31l10c01,4U CC EGS,4212,Maintenance,GDC,EGS - SPR,Archer City,Sapphire Rapids,@Scale clusters
188,r013s004.zp31l10c01,4U CC EGS,4213,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,QAT TF 2s
189,r013s005.zp31l10c01,4U CC EGS,4214,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,IPU
190,r013s006.zp31l10c01,4U CC EGS,4215,Maintenance,GDC,EGS - SPR,Archer City,Sapphire Rapids,@Scale clusters
191,r013s007.zp31l10c01,4U CC EGS,4216,Maintenance,GDC,EGS - SPR,Archer City,Sapphire Rapids,@Scale clusters
192,r014s001.zp31l10c01,4U CC EGS,4203,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,IO subsystem
193,r014s002.zp31l10c01,4U CC EGS,4204,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,IO subsystem
194,r014s003.zp31l10c01,4U CC EGS,4205,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,IO subsystem
195,r014s004.zp31l10c01,4U CC EGS,4206,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,IPU
196,r014s005.zp31l10c01,4U CC EGS,4207,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,IAGS SFP FIA (BIOS CI automation)
197,r014s006.zp31l10c01,4U CC EGS,4208,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,IPU
198,r014s007.zp31l10c01,4U CC EGS,4209,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,VEI Service framework benchmark
199,r015s001.zp31l10c01,4U CC EGS,5642,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,BKC - OS Provisioning
200,r015s002.zp31l10c01,4U CC EGS,5643,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,IPU_BKC
201,r015s003.zp31l10c01,4U CC EGS,5644,Online,GDC,EGS - SPR,Archer City,Sapphire Rapids,IPU
